afTimesInSeconds	afPressures1	afPressures2	afPressures3	afPressures4	afPressures5	afPressures6	afPressures7	afPressures8	afAveragePressure	abActiveZones
36.100	0.000	2.000	1.000	1.000	0.000	-1.000	-2.000	-3.000	-0.291	0.000
36.215	0.000	1.000	0.000	1.000	0.000	-1.000	-2.000	-3.000	-0.574	0.000
36.342	0.000	1.000	0.000	1.000	0.000	-1.000	-2.000	-3.000	-0.574	0.000
36.458	0.000	1.000	0.000	0.000	-1.000	-1.000	-1.000	-2.000	-0.588	0.000
36.575	0.000	1.000	0.000	0.000	-1.000	-1.000	-1.000	-2.000	-0.588	0.000
36.698	0.000	1.000	0.000	0.000	-1.000	0.000	-1.000	-2.000	-0.445	0.000
36.819	0.000	2.000	0.000	0.000	-1.000	0.000	-1.000	-2.000	-0.328	0.000
36.937	0.000	2.000	1.000	1.000	0.000	0.000	-1.000	-2.000	0.127	0.000
37.062	0.000	2.000	1.000	1.000	0.000	0.000	-1.000	-2.000	0.127	0.000
37.182	0.000	2.000	1.000	1.000	0.000	0.000	-1.000	-2.000	0.127	0.000
37.300	0.000	2.000	1.000	1.000	0.000	0.000	-1.000	-2.000	0.127	0.000
37.418	0.000	2.000	1.000	1.000	0.000	0.000	-1.000	-2.000	0.127	0.000
37.540	0.000	2.000	1.000	1.000	0.000	0.000	-1.000	-2.000	0.127	0.000
37.658	0.000	2.000	1.000	1.000	0.000	0.000	-1.000	-2.000	0.127	0.000
37.780	0.000	2.000	1.000	1.000	0.000	0.000	-1.000	-2.000	0.127	0.000
37.901	0.000	2.000	1.000	1.000	0.000	0.000	-1.000	-2.000	0.127	0.000
38.021	0.000	3.000	1.000	2.000	0.000	1.000	-1.000	-2.000	0.519	0.000
38.138	0.000	3.000	2.000	2.000	1.000	1.000	0.000	-1.000	1.115	0.000
38.259	0.000	3.000	2.000	2.000	1.000	1.000	0.000	-1.000	1.115	0.000
38.377	0.000	3.000	2.000	2.000	2.000	2.000	0.000	-1.000	1.415	0.000
38.498	0.000	3.000	2.000	4.000	4.000	5.000	2.000	-1.000	2.705	1.000
38.619	0.000	4.000	3.000	8.000	8.000	11.000	8.000	1.000	6.118	1.000
38.737	0.000	4.000	3.000	9.000	11.000	12.000	9.000	1.000	7.005	1.000
38.856	0.000	3.000	2.000	7.000	8.000	9.000	8.000	1.000	5.417	1.000
39.038	0.000	3.000	2.000	5.000	5.000	6.000	7.000	1.000	4.113	1.000
39.221	0.000	3.000	2.000	4.000	4.000	5.000	7.000	1.000	3.681	1.000
39.338	0.000	3.000	2.000	4.000	4.000	5.000	7.000	1.000	3.681	1.000
39.458	0.000	3.000	2.000	4.000	4.000	5.000	7.000	1.000	3.681	1.000
39.578	0.000	3.000	2.000	4.000	4.000	6.000	7.000	1.000	3.824	1.000
39.766	0.000	3.000	2.000	4.000	5.000	6.000	8.000	1.000	4.123	1.000
39.878	0.000	3.000	2.000	4.000	4.000	5.000	7.000	1.000	3.681	1.000
39.999	0.000	3.000	2.000	4.000	4.000	5.000	7.000	1.000	3.681	1.000
40.120	0.000	3.000	2.000	4.000	4.000	5.000	7.000	1.000	3.681	1.000
40.236	0.000	3.000	2.000	3.000	4.000	5.000	7.000	1.000	3.549	1.000
40.360	0.000	3.000	2.000	4.000	4.000	6.000	8.000	1.000	3.967	1.000
40.482	0.000	3.000	2.000	5.000	6.000	7.000	8.000	1.000	4.555	1.000
40.598	0.000	3.000	2.000	5.000	7.000	8.000	9.000	1.000	4.997	1.000
40.719	0.000	3.000	2.000	6.000	7.000	8.000	8.000	1.000	4.986	1.000
40.898	0.000	3.000	2.000	5.000	6.000	7.000	8.000	1.000	4.555	1.000
41.018	0.000	3.000	2.000	4.000	5.000	6.000	8.000	1.000	4.123	1.000
41.137	0.000	3.000	2.000	4.000	4.000	5.000	7.000	0.000	3.550	1.000
41.257	0.000	3.000	2.000	3.000	3.000	3.000	4.000	-1.000	2.416	0.000
41.379	0.000	3.000	2.000	3.000	3.000	2.000	3.000	-1.000	2.131	0.000
41.559	0.000	3.000	2.000	3.000	2.000	1.000	1.000	-2.000	1.415	0.000
41.678	0.000	3.000	2.000	3.000	2.000	0.000	1.000	-3.000	1.140	0.000
41.802	0.000	3.000	1.000	2.000	2.000	0.000	0.000	-3.000	0.700	0.000
41.915	0.000	3.000	1.000	2.000	2.000	0.000	0.000	-3.000	0.700	0.000
42.035	0.000	3.000	1.000	2.000	1.000	0.000	0.000	-3.000	0.543	0.000
42.161	0.000	3.000	1.000	2.000	1.000	0.000	0.000	-2.000	0.675	0.000
42.280	0.000	3.000	1.000	2.000	1.000	0.000	0.000	-2.000	0.675	0.000
42.400	0.000	3.000	1.000	2.000	1.000	0.000	0.000	-2.000	0.675	0.000
42.518	0.000	3.000	1.000	2.000	1.000	1.000	0.000	-2.000	0.818	0.000
42.703	0.000	3.000	2.000	2.000	1.000	1.000	1.000	-2.000	1.126	0.000
42.818	0.000	3.000	1.000	2.000	1.000	1.000	0.000	-2.000	0.818	0.000
42.997	0.000	3.000	1.000	2.000	1.000	0.000	0.000	-2.000	0.675	0.000
43.121	0.000	3.000	2.000	2.000	2.000	1.000	0.000	-2.000	1.140	0.000
43.238	0.000	2.000	1.000	2.000	1.000	0.000	0.000	-2.000	0.557	0.000
43.361	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.000	-0.263	0.000
43.540	0.000	-2.000	-2.000	-1.000	-1.000	-1.000	1.000	-2.000	-1.118	0.000
43.659	0.000	-2.000	-3.000	-3.000	-3.000	-1.000	1.000	-1.000	-1.729	0.000
43.775	0.000	-2.000	-3.000	-3.000	-3.000	-1.000	1.000	-1.000	-1.729	0.000
43.960	0.000	-2.000	-3.000	-3.000	-3.000	-1.000	1.000	-1.000	-1.729	0.000
44.075	0.000	-3.000	-3.000	-3.000	-3.000	-1.000	1.000	-1.000	-1.847	0.000
44.382	0.000	-2.000	-3.000	-3.000	-3.000	-2.000	0.000	-2.000	-2.147	0.000
44.561	0.000	-2.000	-3.000	-3.000	-3.000	-2.000	0.000	-2.000	-2.147	0.000
44.737	0.000	-4.000	-3.000	-3.000	-3.000	-2.000	-2.000	-4.000	-2.929	0.000
44.858	0.000	-5.000	-6.000	-5.000	-3.000	-2.000	-2.000	-4.000	-3.808	0.000
44.981	0.000	-5.000	-6.000	-5.000	-4.000	-3.000	-2.000	-4.000	-4.108	0.000
45.165	0.000	-5.000	-6.000	-5.000	-5.000	-3.000	-1.000	-3.000	-3.990	0.000
45.341	0.000	-5.000	-6.000	-5.000	-5.000	-3.000	-1.000	-2.000	-3.858	0.000
45.459	0.000	-5.000	-6.000	-5.000	-5.000	-3.000	0.000	-2.000	-3.716	0.000
45.579	0.000	-4.000	-5.000	-5.000	-4.000	-2.000	0.000	-2.000	-3.133	0.000
45.701	0.000	-4.000	-5.000	-4.000	-4.000	-2.000	0.000	-1.000	-2.870	0.000
45.875	0.000	-4.000	-5.000	-4.000	-4.000	-2.000	0.000	-1.000	-2.870	0.000
45.999	0.000	-4.000	-5.000	-4.000	-4.000	-2.000	0.000	-1.000	-2.870	0.000
46.120	0.000	-4.000	-5.000	-4.000	-4.000	-2.000	0.000	-1.000	-2.870	0.000
46.423	0.000	-4.000	-5.000	-4.000	-4.000	-2.000	0.000	-1.000	-2.870	0.000
46.541	0.000	-4.000	-5.000	-4.000	-4.000	-2.000	0.000	-1.000	-2.870	0.000
46.658	0.000	-4.000	-5.000	-4.000	-4.000	-2.000	1.000	0.000	-2.596	0.000
46.777	0.000	-4.000	-5.000	-4.000	-4.000	-2.000	1.000	0.000	-2.596	0.000
46.899	0.000	-4.000	-5.000	-4.000	-4.000	-2.000	1.000	0.000	-2.596	0.000
47.080	0.000	-4.000	-5.000	-4.000	-4.000	-2.000	1.000	0.000	-2.596	0.000
47.200	0.000	-4.000	-5.000	-4.000	-4.000	-2.000	1.000	0.000	-2.596	0.000
47.321	0.000	-4.000	-5.000	-4.000	-4.000	-1.000	1.000	0.000	-2.452	0.000
47.436	0.000	-4.000	-5.000	-4.000	-3.000	0.000	3.000	1.000	-1.736	0.000
47.555	0.000	-4.000	-4.000	-2.000	0.000	4.000	6.000	3.000	0.425	0.000
47.679	0.000	-4.000	-4.000	-1.000	1.000	5.000	8.000	4.000	1.273	0.000
47.801	0.000	-4.000	-4.000	-1.000	1.000	6.000	9.000	4.000	1.559	0.000
47.919	0.000	-4.000	-4.000	0.000	2.000	8.000	10.000	5.000	2.407	0.000
48.037	0.000	-4.000	-3.000	1.000	3.000	10.000	11.000	5.000	3.290	1.000
48.283	0.000	-4.000	-3.000	2.000	4.000	10.000	11.000	6.000	3.710	1.000
48.522	0.000	-4.000	-3.000	1.000	4.000	10.000	11.000	5.000	3.447	1.000
48.639	0.000	-4.000	-4.000	0.000	4.000	9.000	11.000	5.000	3.006	1.000
48.819	0.000	-4.000	-4.000	-1.000	1.000	6.000	8.000	4.000	1.416	0.000
48.941	0.000	-4.000	-4.000	-1.000	1.000	6.000	8.000	4.000	1.416	0.000
49.061	0.000	-4.000	-4.000	-1.000	1.000	6.000	8.000	4.000	1.416	0.000
49.179	0.000	-4.000	-4.000	-1.000	1.000	6.000	8.000	4.000	1.416	0.000
49.360	0.000	-4.000	-4.000	-1.000	1.000	6.000	8.000	4.000	1.416	0.000
49.544	0.000	-4.000	-4.000	-1.000	1.000	6.000	8.000	4.000	1.416	0.000
49.655	0.000	-3.000	-3.000	1.000	3.000	8.000	9.000	5.000	2.836	1.000
49.777	0.000	-3.000	-3.000	0.000	3.000	8.000	9.000	5.000	2.705	1.000
49.961	0.000	-3.000	-3.000	0.000	3.000	8.000	9.000	4.000	2.573	1.000
50.074	0.000	-3.000	-3.000	0.000	3.000	8.000	9.000	4.000	2.573	1.000
50.200	0.000	-3.000	-4.000	-2.000	0.000	3.000	4.000	2.000	-0.017	0.000
50.380	0.000	-3.000	-4.000	-2.000	0.000	2.000	4.000	1.000	-0.292	0.000
50.620	0.000	-3.000	-4.000	-2.000	-1.000	1.000	3.000	1.000	-0.734	0.000
50.739	0.000	-3.000	-4.000	-2.000	-1.000	1.000	3.000	1.000	-0.734	0.000
50.855	0.000	-3.000	-4.000	-2.000	-1.000	0.000	1.000	0.000	-1.293	0.000
51.279	0.000	-3.000	-4.000	-2.000	-1.000	0.000	1.000	0.000	-1.293	0.000
51.400	0.000	-3.000	-4.000	-3.000	-1.000	0.000	1.000	-1.000	-1.557	0.000
51.518	0.000	-3.000	-4.000	-3.000	-2.000	-1.000	1.000	0.000	-1.725	0.000
51.637	0.000	-3.000	-4.000	-3.000	-2.000	-1.000	0.000	0.000	-1.867	0.000
51.757	0.000	-3.000	-4.000	-3.000	-2.000	-1.000	-1.000	-1.000	-2.141	0.000
51.936	0.000	-3.000	-4.000	-3.000	-2.000	-1.000	-1.000	-2.000	-2.273	0.000
52.062	0.000	-3.000	-4.000	-3.000	-2.000	-1.000	0.000	-1.000	-1.999	0.000
52.180	0.000	-3.000	-4.000	-3.000	-2.000	-1.000	0.000	0.000	-1.867	0.000
52.299	0.000	-3.000	-4.000	-3.000	-2.000	-1.000	0.000	0.000	-1.867	0.000
52.418	0.000	-3.000	-4.000	-3.000	-2.000	-1.000	1.000	1.000	-1.593	0.000
53.079	0.000	-3.000	-4.000	-3.000	-2.000	0.000	1.000	1.000	-1.450	0.000
53.321	0.000	-3.000	-4.000	-3.000	-2.000	0.000	1.000	1.000	-1.450	0.000
53.438	0.000	-2.000	-3.000	-2.000	-2.000	-1.000	-2.000	-1.000	-1.869	0.000
53.561	0.000	-2.000	-3.000	-2.000	-2.000	-1.000	-2.000	-1.000	-1.869	0.000
53.677	0.000	-2.000	-3.000	-2.000	-2.000	-1.000	-2.000	-1.000	-1.869	0.000
53.802	0.000	-2.000	-3.000	-2.000	-2.000	-1.000	-2.000	-1.000	-1.869	0.000
53.920	0.000	-2.000	-3.000	-2.000	-2.000	-1.000	-2.000	-1.000	-1.869	0.000
54.037	0.000	-2.000	-3.000	-2.000	-2.000	-1.000	-2.000	-1.000	-1.869	0.000
54.155	0.000	-2.000	-3.000	-2.000	-2.000	-1.000	-2.000	-1.000	-1.869	0.000
54.281	0.000	-2.000	-4.000	-2.000	-2.000	-1.000	-1.000	0.000	-1.760	0.000
54.399	0.000	-3.000	-4.000	-2.000	-2.000	-1.000	-1.000	0.000	-1.878	0.000
54.823	0.000	-3.000	-4.000	-2.000	-2.000	-1.000	-1.000	0.000	-1.878	0.000
54.937	0.000	-3.000	-4.000	-2.000	-2.000	-1.000	-1.000	0.000	-1.878	0.000
55.117	0.000	-3.000	-4.000	-2.000	-2.000	-1.000	-1.000	0.000	-1.878	0.000
55.297	0.000	-2.000	-4.000	-2.000	-2.000	-1.000	-1.000	0.000	-1.760	0.000
55.660	0.000	-2.000	-3.000	-2.000	-2.000	-1.000	-1.000	0.000	-1.595	0.000
55.776	0.000	-2.000	-3.000	-2.000	-2.000	0.000	-1.000	1.000	-1.320	0.000
55.895	0.000	-3.000	-4.000	-2.000	-2.000	-1.000	-2.000	-1.000	-2.152	0.000
56.019	0.000	-3.000	-4.000	-3.000	-2.000	-1.000	-1.000	0.000	-2.010	0.000
56.137	0.000	-2.000	-3.000	-2.000	-1.000	1.000	-1.000	1.000	-1.020	0.000
57.218	0.000	-2.000	-3.000	0.000	1.000	3.000	2.000	1.000	0.270	0.000
57.401	0.000	-2.000	-2.000	3.000	5.000	9.000	5.000	1.000	2.743	1.000
58.600	0.000	-2.000	-2.000	1.000	5.000	9.000	5.000	1.000	2.479	0.000
58.718	0.000	-2.000	-2.000	1.000	3.000	6.000	6.000	3.000	2.143	0.000
58.961	0.000	-2.000	-3.000	-1.000	1.000	0.000	0.000	0.000	-0.708	0.000
59.079	0.000	-2.000	-3.000	-1.000	1.000	0.000	0.000	0.000	-0.708	0.000
59.199	0.000	-2.000	-3.000	-1.000	1.000	0.000	0.000	-1.000	-0.839	0.000
59.445	0.000	-2.000	-3.000	-1.000	1.000	0.000	0.000	-1.000	-0.839	0.000
59.618	0.000	-1.000	-3.000	-1.000	1.000	0.000	0.000	-1.000	-0.722	0.000
59.738	0.000	-2.000	-3.000	-1.000	1.000	0.000	0.000	-1.000	-0.839	0.000
59.920	0.000	-1.000	-3.000	-1.000	1.000	0.000	0.000	-1.000	-0.722	0.000
60.165	0.000	-1.000	-2.000	-1.000	-1.000	-1.000	-1.000	0.000	-1.023	0.000
60.277	0.000	-1.000	-2.000	-1.000	-1.000	-1.000	-1.000	0.000	-1.023	0.000
60.396	0.000	-1.000	-2.000	-1.000	-1.000	-1.000	-1.000	0.000	-1.023	0.000
60.519	0.000	-1.000	-2.000	-1.000	0.000	-1.000	-1.000	0.000	-0.867	0.000
60.760	0.000	-1.000	-2.000	-1.000	0.000	-1.000	-1.000	0.000	-0.867	0.000
61.060	0.000	-1.000	-2.000	-1.000	0.000	-1.000	-1.000	0.000	-0.867	0.000
61.175	0.000	-1.000	-2.000	-1.000	-1.000	-1.000	0.000	1.000	-0.749	0.000
61.301	0.000	-1.000	-2.000	-1.000	-1.000	-1.000	0.000	1.000	-0.749	0.000
61.419	0.000	-2.000	-3.000	-2.000	-1.000	-1.000	0.000	2.000	-1.032	0.000
61.536	0.000	-2.000	-3.000	-2.000	-1.000	-1.000	0.000	2.000	-1.032	0.000
61.657	0.000	-2.000	-3.000	-2.000	-1.000	-1.000	0.000	2.000	-1.032	0.000
61.779	0.000	-2.000	-3.000	-2.000	-2.000	-1.000	0.000	2.000	-1.189	0.000
61.898	0.000	-2.000	-3.000	-2.000	-1.000	-2.000	-1.000	1.000	-1.450	0.000
62.017	0.000	-2.000	-3.000	-2.000	-1.000	-2.000	-2.000	1.000	-1.592	0.000
62.136	0.000	-2.000	-3.000	-2.000	-1.000	-2.000	-2.000	1.000	-1.592	0.000
62.258	0.000	-2.000	-3.000	-2.000	-1.000	-2.000	-2.000	0.000	-1.724	0.000
62.438	0.000	-2.000	-3.000	-2.000	-2.000	-2.000	-2.000	1.000	-1.748	0.000
62.560	0.000	-2.000	-3.000	-2.000	-2.000	-2.000	-1.000	1.000	-1.606	0.000
62.680	0.000	-2.000	-3.000	-2.000	-2.000	-2.000	-1.000	1.000	-1.606	0.000
62.802	0.000	-2.000	-3.000	-2.000	-2.000	-2.000	-1.000	1.000	-1.606	0.000
62.918	0.000	-2.000	-3.000	-2.000	-2.000	-2.000	-1.000	2.000	-1.474	0.000
63.036	0.000	-2.000	-3.000	-2.000	-2.000	-2.000	-1.000	2.000	-1.474	0.000
63.160	0.000	-1.000	-3.000	-2.000	-2.000	-2.000	-1.000	2.000	-1.357	0.000
63.276	0.000	-1.000	-2.000	-2.000	-1.000	-2.000	-1.000	2.000	-1.035	0.000
63.398	0.000	-1.000	-2.000	-1.000	-1.000	-1.000	-1.000	2.000	-0.760	0.000
63.519	0.000	0.000	-2.000	-1.000	-1.000	-1.000	-1.000	2.000	-0.642	0.000
63.638	0.000	0.000	-2.000	-1.000	-1.000	-1.000	-1.000	2.000	-0.642	0.000
63.762	0.000	0.000	-1.000	-1.000	-1.000	-1.000	-1.000	2.000	-0.477	0.000
63.881	0.000	0.000	-1.000	-1.000	-1.000	-1.000	0.000	2.000	-0.334	0.000
63.996	0.000	0.000	-1.000	-1.000	-1.000	-1.000	0.000	2.000	-0.334	0.000
64.179	0.000	0.000	-1.000	-1.000	-1.000	-1.000	0.000	2.000	-0.334	0.000
64.302	0.000	0.000	-1.000	-1.000	-1.000	-1.000	0.000	2.000	-0.334	0.000
64.415	0.000	0.000	-1.000	-1.000	0.000	-1.000	0.000	3.000	-0.046	0.000
64.538	0.000	0.000	-1.000	-1.000	0.000	-1.000	0.000	3.000	-0.046	0.000
64.658	0.000	0.000	-1.000	-1.000	0.000	-1.000	0.000	3.000	-0.046	0.000
64.837	0.000	0.000	-1.000	-1.000	0.000	0.000	1.000	3.000	0.240	0.000
64.959	0.000	1.000	0.000	0.000	1.000	0.000	1.000	3.000	0.811	0.000
65.076	0.000	1.000	0.000	1.000	3.000	3.000	3.000	2.000	1.838	0.000
65.194	0.000	1.000	0.000	6.000	9.000	10.000	6.000	2.000	4.865	1.000
65.320	0.000	1.000	0.000	9.000	13.000	11.000	6.000	3.000	6.161	1.000
65.435	0.000	1.000	0.000	8.000	12.000	11.000	7.000	4.000	6.147	1.000
65.559	0.000	0.000	0.000	4.000	8.000	7.000	6.000	4.000	4.162	1.000
65.678	0.000	0.000	-1.000	3.000	8.000	7.000	6.000	4.000	3.864	1.000
65.857	0.000	0.000	-1.000	3.000	6.000	5.000	6.000	4.000	3.265	1.000
65.979	0.000	0.000	-1.000	3.000	6.000	5.000	6.000	4.000	3.265	1.000
66.162	0.000	0.000	-1.000	2.000	5.000	5.000	6.000	4.000	2.977	1.000
66.340	0.000	0.000	-1.000	2.000	5.000	5.000	6.000	4.000	2.977	1.000
66.457	0.000	0.000	-1.000	2.000	5.000	4.000	6.000	3.000	2.702	1.000
66.641	0.000	0.000	-1.000	2.000	5.000	4.000	6.000	4.000	2.834	1.000
66.756	0.000	0.000	-1.000	2.000	4.000	4.000	6.000	3.000	2.546	1.000
66.879	0.000	0.000	0.000	2.000	4.000	4.000	6.000	3.000	2.712	1.000
66.999	0.000	0.000	0.000	1.000	4.000	4.000	5.000	3.000	2.437	0.000
67.118	0.000	0.000	-1.000	1.000	4.000	3.000	5.000	3.000	2.128	0.000
67.242	0.000	0.000	-1.000	1.000	4.000	3.000	5.000	3.000	2.128	0.000
67.418	0.000	0.000	-1.000	1.000	4.000	2.000	4.000	3.000	1.843	0.000
67.537	0.000	0.000	-1.000	1.000	4.000	2.000	4.000	3.000	1.843	0.000
67.660	0.000	0.000	-1.000	0.000	3.000	0.000	2.000	1.000	0.720	0.000
67.779	0.000	0.000	-1.000	0.000	2.000	-1.000	1.000	0.000	0.146	0.000
67.895	0.000	0.000	-1.000	0.000	2.000	-2.000	1.000	-1.000	-0.128	0.000
68.018	0.000	0.000	-1.000	0.000	2.000	-2.000	0.000	-1.000	-0.271	0.000
68.139	0.000	0.000	-1.000	0.000	2.000	-2.000	0.000	-1.000	-0.271	0.000
68.262	0.000	0.000	-1.000	0.000	2.000	-2.000	0.000	-1.000	-0.271	0.000
68.378	0.000	0.000	-1.000	0.000	2.000	-2.000	0.000	0.000	-0.139	0.000
68.498	0.000	0.000	-1.000	0.000	1.000	-2.000	0.000	0.000	-0.296	0.000
68.620	0.000	0.000	-1.000	0.000	1.000	-2.000	1.000	0.000	-0.153	0.000
68.738	0.000	0.000	-1.000	0.000	1.000	-2.000	1.000	1.000	-0.021	0.000
68.863	0.000	0.000	-1.000	0.000	1.000	-2.000	1.000	1.000	-0.021	0.000
69.041	0.000	0.000	-1.000	0.000	1.000	-2.000	1.000	0.000	-0.153	0.000
69.162	0.000	0.000	-1.000	0.000	1.000	-2.000	0.000	0.000	-0.296	0.000
69.278	0.000	0.000	-1.000	0.000	1.000	-2.000	0.000	0.000	-0.296	0.000
69.397	0.000	0.000	-1.000	0.000	1.000	-2.000	0.000	0.000	-0.296	0.000
69.518	0.000	0.000	-1.000	0.000	1.000	-2.000	0.000	0.000	-0.296	0.000
69.639	0.000	1.000	-1.000	0.000	1.000	-2.000	1.000	0.000	-0.036	0.000
69.761	0.000	1.000	0.000	0.000	1.000	-2.000	1.000	0.000	0.130	0.000
69.883	0.000	1.000	0.000	0.000	2.000	-2.000	1.000	1.000	0.418	0.000
70.002	0.000	1.000	0.000	0.000	2.000	-2.000	1.000	1.000	0.418	0.000
70.123	0.000	0.000	0.000	0.000	2.000	-2.000	1.000	1.000	0.301	0.000
70.241	0.000	0.000	-1.000	0.000	1.000	-2.000	1.000	0.000	-0.153	0.000
70.360	0.000	0.000	-1.000	0.000	1.000	-3.000	0.000	0.000	-0.439	0.000
70.474	0.000	0.000	-1.000	0.000	1.000	-3.000	-1.000	-1.000	-0.713	0.000
70.599	0.000	0.000	-1.000	0.000	1.000	-3.000	0.000	0.000	-0.439	0.000
70.723	0.000	0.000	-1.000	-1.000	1.000	-3.000	0.000	0.000	-0.570	0.000
70.836	0.000	0.000	-1.000	-1.000	1.000	-3.000	0.000	0.000	-0.570	0.000
70.957	0.000	0.000	-1.000	-1.000	1.000	-3.000	0.000	0.000	-0.570	0.000
71.077	0.000	0.000	-1.000	-1.000	0.000	-3.000	0.000	0.000	-0.727	0.000
71.205	0.000	0.000	-1.000	-1.000	0.000	-3.000	0.000	1.000	-0.595	0.000
71.317	0.000	0.000	-1.000	-1.000	0.000	-3.000	0.000	1.000	-0.595	0.000
71.439	0.000	1.000	-1.000	-1.000	1.000	-3.000	0.000	1.000	-0.322	0.000
71.556	0.000	0.000	-1.000	-1.000	1.000	-3.000	0.000	1.000	-0.439	0.000
71.680	0.000	0.000	-1.000	-1.000	1.000	-3.000	1.000	1.000	-0.296	0.000
71.921	0.000	0.000	-1.000	-1.000	1.000	-3.000	1.000	2.000	-0.165	0.000
72.100	0.000	0.000	-1.000	-1.000	1.000	-3.000	1.000	2.000	-0.165	0.000
72.220	0.000	0.000	-1.000	-1.000	0.000	-3.000	1.000	2.000	-0.321	0.000
72.339	0.000	0.000	-1.000	-1.000	0.000	-3.000	1.000	2.000	-0.321	0.000
72.459	0.000	0.000	-1.000	-1.000	0.000	-2.000	2.000	3.000	0.096	0.000
72.577	0.000	0.000	-1.000	-1.000	1.000	-2.000	2.000	3.000	0.252	0.000
72.697	0.000	1.000	-1.000	-1.000	0.000	-3.000	1.000	1.000	-0.335	0.000
72.818	0.000	1.000	0.000	-1.000	1.000	-3.000	-1.000	0.000	-0.430	0.000
72.935	0.000	1.000	0.000	0.000	1.000	-3.000	-1.000	0.000	-0.298	0.000
73.058	0.000	1.000	0.000	-1.000	1.000	-3.000	-1.000	0.000	-0.430	0.000
73.180	0.000	1.000	0.000	0.000	1.000	-3.000	0.000	0.000	-0.155	0.000
73.297	0.000	1.000	0.000	0.000	1.000	-3.000	0.000	0.000	-0.155	0.000
73.417	0.000	1.000	0.000	0.000	1.000	-2.000	0.000	1.000	0.119	0.000
73.540	0.000	2.000	0.000	0.000	2.000	-1.000	2.000	1.000	0.821	0.000
73.655	0.000	2.000	1.000	3.000	7.000	3.000	3.000	0.000	2.748	1.000
73.782	0.000	1.000	1.000	7.000	11.000	8.000	5.000	3.000	5.179	1.000
73.900	0.000	1.000	1.000	6.000	10.000	7.000	6.000	3.000	4.890	1.000
74.018	0.000	1.000	1.000	5.000	9.000	6.000	6.000	3.000	4.459	1.000
74.141	0.000	1.000	0.000	4.000	7.000	5.000	6.000	4.000	3.836	1.000
74.258	0.000	1.000	0.000	4.000	7.000	5.000	6.000	3.000	3.705	1.000
74.377	0.000	1.000	0.000	3.000	6.000	4.000	5.000	3.000	3.131	1.000
74.498	0.000	1.000	0.000	3.000	6.000	4.000	5.000	3.000	3.131	1.000
74.623	0.000	1.000	0.000	2.000	5.000	3.000	5.000	3.000	2.700	1.000
74.738	0.000	1.000	0.000	1.000	4.000	3.000	5.000	3.000	2.411	0.000
74.859	0.000	1.000	0.000	1.000	4.000	3.000	5.000	3.000	2.411	0.000
74.979	0.000	1.000	0.000	1.000	4.000	3.000	5.000	3.000	2.411	0.000
75.099	0.000	1.000	0.000	1.000	4.000	3.000	5.000	3.000	2.411	0.000
75.218	0.000	1.000	0.000	2.000	5.000	3.000	6.000	4.000	2.974	1.000
75.335	0.000	1.000	0.000	2.000	5.000	4.000	6.000	4.000	3.117	1.000
75.457	0.000	1.000	0.000	2.000	6.000	4.000	6.000	4.000	3.273	1.000
75.580	0.000	1.000	0.000	2.000	6.000	4.000	6.000	4.000	3.273	1.000
75.698	0.000	1.000	0.000	2.000	5.000	4.000	6.000	4.000	3.117	1.000
75.820	0.000	1.000	0.000	2.000	5.000	3.000	6.000	4.000	2.974	1.000
75.940	0.000	1.000	0.000	2.000	5.000	3.000	6.000	4.000	2.974	1.000
76.061	0.000	1.000	0.000	2.000	5.000	3.000	6.000	3.000	2.842	1.000
76.176	0.000	1.000	0.000	1.000	4.000	1.000	4.000	2.000	1.851	0.000
76.296	0.000	1.000	0.000	1.000	4.000	0.000	3.000	2.000	1.566	0.000
76.421	0.000	0.000	0.000	1.000	3.000	-2.000	3.000	1.000	0.874	0.000
76.537	0.000	0.000	0.000	0.000	3.000	-2.000	2.000	1.000	0.600	0.000
76.658	0.000	0.000	0.000	0.000	2.000	-3.000	1.000	0.000	0.026	0.000
76.778	0.000	0.000	0.000	0.000	2.000	-3.000	1.000	0.000	0.026	0.000
76.901	0.000	1.000	0.000	0.000	2.000	-3.000	0.000	-1.000	-0.131	0.000
77.018	0.000	1.000	0.000	0.000	2.000	-3.000	0.000	-1.000	-0.131	0.000
77.137	0.000	1.000	0.000	0.000	2.000	-3.000	0.000	-1.000	-0.131	0.000
77.320	0.000	1.000	0.000	0.000	2.000	-4.000	0.000	-1.000	-0.274	0.000
77.437	0.000	1.000	0.000	0.000	2.000	-4.000	0.000	-1.000	-0.274	0.000
77.620	0.000	1.000	0.000	0.000	2.000	-3.000	1.000	0.000	0.144	0.000
77.739	0.000	1.000	0.000	0.000	2.000	-3.000	2.000	1.000	0.418	0.000
77.861	0.000	0.000	0.000	-1.000	1.000	-3.000	2.000	1.000	0.012	0.000
77.978	0.000	0.000	-1.000	-1.000	1.000	-4.000	1.000	1.000	-0.439	0.000
78.098	0.000	1.000	0.000	-1.000	1.000	-4.000	1.000	0.000	-0.288	0.000
78.217	0.000	1.000	0.000	0.000	1.000	-4.000	1.000	0.000	-0.156	0.000
78.341	0.000	1.000	0.000	0.000	1.000	-3.000	1.000	0.000	-0.013	0.000
78.457	0.000	1.000	0.000	0.000	2.000	-3.000	1.000	0.000	0.144	0.000
78.582	0.000	1.000	0.000	0.000	1.000	-3.000	1.000	0.000	-0.013	0.000
